"stock_name","monthly_return","date"
"CFFI","0.0957324611641275","2017-02-28"
"CFFI","-0.0252631789473684","2017-03-31"
"CFFI","0.0799136302357155","2017-04-30"
"CFFI","-0.0369999599999999","2017-05-31"
"CFFI","-0.0259605389009122","2017-06-30"
"CFFI","0.0618336220966473","2017-07-31"
"CFFI","-0.0592369690609833","2017-08-31"
"CFFI","0.17395949515302","2017-09-30"
"CFFI","0.0545454545454545","2017-10-31"
"CFFI","0.0344827586206897","2017-11-30"
"CFFI","-0.0333333333333333","2017-12-31"
"CFFI","-0.0560344827586207","2018-01-31"
"CFFI","-0.153424694063927","2018-02-28"
"CFFI","0.134843587264017","2018-03-31"
"CFFI","0.100760536150591","2018-04-30"
"CFFI","0.0431778914273613","2018-05-31"
"CFFI","0.0355959756425173","2018-06-30"
"CFFI","-0.000799344537159796","2018-07-31"
"CFFI","-0.00320001599999997","2018-08-31"
"CFFI","-0.0569823283624772","2018-09-30"
"CFFI","-0.173617038297872","2018-10-31"
"CFFI","0.0830072725645163","2018-11-30"
"CFFI","0.0119816845955998","2018-12-31"
"CFFI","-0.060702857746718","2019-01-31"
"CFFI","0.0322128851540617","2019-02-28"
"CFFI","-0.0191898042256252","2019-03-31"
"CFFI","-0.0415019383992861","2019-04-30"
"CFFI","-0.00907214432989689","2019-05-31"
"CFFI","0.136287970530837","2019-06-30"
"CFFI","-0.00567665252377481","2019-07-31"
"CFFI","-0.127071770295981","2019-08-31"
"CFFI","0.110970417258632","2019-09-30"
"CFFI","-0.0341815229775921","2019-10-31"
"CFFI","0.106960241703495","2019-11-30"
"CFFI","-0.0172290766825769","2019-12-31"
"CFFI","-0.0954274861584137","2020-01-31"
"CFFI","-0.090909072745436","2020-02-29"
"CFFI","-0.123076879120879","2020-03-31"
"CFFI","-0.10877194943499","2020-04-30"
"CFFI","0.0134983123313184","2020-05-31"
"CFFI","-0.0774140100606545","2020-06-30"
"CFFI","-0.117293233082707","2020-07-31"
"CFFI","0.0892674275979557","2020-08-31"
"CFFI","-0.0710040059744763","2020-09-30"
"CFFI","0.048821513507693","2020-10-31"
"CFFI","0.203852327447833","2020-11-30"
"CFFI","-0.0103999733333334","2020-12-31"
"CFFI","0.0608999714120191","2021-01-31"
"CFFI","0.104902237868993","2021-02-28"
"CFFI","0.0181609425287355","2021-03-31"
"CFFI","-0.047640572417237","2021-04-30"
"CFFI","0.173067804646752","2021-05-31"
"CFFI","0.0307194826192401","2021-06-30"
"CFFI","0.0247058431372549","2021-07-31"
"CFFI","0.0244929783579402","2021-08-31"
"CFFI","-0.00803137825865929","2021-09-30"
"CFFI","-0.0365280166347577","2021-10-31"
"CFFI","-0.0375219479195602","2021-11-30"
